"idx","dateOf","timeCriterium","highOrLow","swingPrice","swingRange","swingTB","swingCD","keyToMarketData","ticker"
1808,#2015-03-10#,5,1,8795.65,-418.9395,9,13,29872,"^DJT"
1809,#2015-03-20#,5,2,9175.41,379.7598,8,10,29880,"^DJT"
1810,#2015-04-06#,5,1,8545.21,-630.2002,10,17,29890,"^DJT"
1811,#2015-04-23#,5,2,8952.58,407.3701,13,17,29903,"^DJT"
1812,#2015-04-30#,5,1,8560.82,-391.7598,5,7,29908,"^DJT"
1813,#2015-05-08#,5,2,8842.91,282.0898,6,8,29914,"^DJT"
1814,#2015-07-08#,5,1,7970.65,-872.2603,41,61,29955,"^DJT"
1815,#2015-08-05#,5,2,8530.82,560.1704,20,28,29975,"^DJT"
1816,#2015-08-24#,5,1,7452.7,-1078.12,13,19,29988,"^DJT"
1817,#2015-09-17#,5,2,8320.04,867.3398,17,24,30005,"^DJT"
1818,#2015-09-29#,5,1,7640.88,-679.1602,8,12,30013,"^DJT"
1819,#2015-10-09#,5,2,8281.8,640.9199,8,10,30021,"^DJT"
1820,#2015-10-16#,5,1,8037.37,-244.4297,5,7,30026,"^DJT"
1821,#2015-10-26#,5,2,8321.11,283.7402,6,10,30032,"^DJT"
