"idx","dateOf","timeCriterium","highOrLow","swingPrice","swingRange","swingTB","swingCD","keyToMarketData","ticker"
186,#1980-07-18#,5,1,376.03,-13.54999,16,22,3043,"^CAC"
187,#1980-09-15#,5,2,400.6,24.57001,39,59,3082,"^CAC"
188,#1980-09-23#,5,1,389.46,-11.14001,6,8,3088,"^CAC"
189,#1980-11-05#,5,2,426.29,36.83002,29,43,3117,"^CAC"
190,#1981-01-12#,5,1,367.04,-59.25,45,68,3162,"^CAC"
191,#1981-01-20#,5,2,376.91,9.869995,6,8,3168,"^CAC"
192,#1981-02-02#,5,1,360.11,-16.80002,9,13,3177,"^CAC"
193,#1981-02-09#,5,2,379.33,19.22,5,7,3182,"^CAC"
194,#1981-02-16#,5,1,375.04,-4.289978,5,7,3187,"^CAC"
195,#1981-03-17#,5,2,396.91,21.87,21,29,3208,"^CAC"
196,#1981-04-07#,5,1,380.02,-16.89001,15,21,3223,"^CAC"
197,#1981-04-24#,5,2,393.76,13.74002,11,17,3234,"^CAC"
198,#1981-06-15#,5,1,272.26,-121.5,32,52,3266,"^CAC"
199,#1981-06-24#,5,2,291.83,19.56998,7,9,3273,"^CAC"
200,#1981-07-03#,5,1,258.68,-33.14999,7,9,3280,"^CAC"
201,#1981-09-10#,5,2,345.62,86.94,48,69,3328,"^CAC"
202,#1981-09-28#,5,1,317.16,-28.45999,12,18,3340,"^CAC"
203,#1981-10-09#,5,2,329.35,12.19,9,11,3349,"^CAC"
204,#1981-11-11#,5,1,304.42,-24.92999,22,33,3371,"^CAC"
205,#1981-12-07#,5,2,325.67,21.25,18,26,3389,"^CAC"
206,#1981-12-14#,5,1,320.09,-5.580017,5,7,3394,"^CAC"
207,#1982-02-22#,5,2,390.39,70.30002,48,70,3442,"^CAC"
208,#1982-03-12#,5,1,359.78,-30.61002,14,18,3456,"^CAC"
209,#1982-05-12#,5,2,393.04,33.26001,41,61,3497,"^CAC"
210,#1982-07-07#,5,1,343.03,-50.01001,38,56,3535,"^CAC"
211,#1982-07-22#,5,2,352.73,9.700012,11,15,3546,"^CAC"
212,#1982-08-12#,5,1,331.01,-21.72,15,21,3561,"^CAC"
213,#1982-08-31#,5,2,356.35,25.34,12,19,3573,"^CAC"
214,#1982-10-05#,5,1,346.64,-9.709991,25,35,3598,"^CAC"
215,#1982-10-12#,5,2,360.33,13.68997,5,7,3603,"^CAC"
216,#1982-10-26#,5,1,349.35,-10.97998,10,14,3613,"^CAC"
217,#1982-11-10#,5,2,360.21,10.85999,9,15,3622,"^CAC"
218,#1982-11-22#,5,1,352.02,-8.190002,7,12,3629,"^CAC"
219,#1982-12-03#,5,2,363.89,11.87003,9,11,3638,"^CAC"
220,#1982-12-22#,5,1,350.83,-13.06003,13,19,3651,"^CAC"
221,#1983-04-19#,5,2,427.81,76.98001,82,118,3733,"^CAC"
222,#1983-04-26#,5,1,415.8,-12.01001,5,7,3738,"^CAC"
223,#1983-05-26#,5,2,447.87,32.07001,20,30,3758,"^CAC"
224,#1983-06-21#,5,1,423.77,-24.10001,18,26,3776,"^CAC"
225,#1983-08-25#,5,2,485.89,62.12003,43,65,3819,"^CAC"
226,#1983-09-02#,5,1,469.18,-16.71002,6,8,3825,"^CAC"
227,#1984-01-25#,5,2,618,148.82,101,145,3926,"^CAC"
228,#1984-02-20#,5,1,562.18,-55.82001,18,26,3944,"^CAC"
229,#1984-02-27#,5,2,579.31,17.13,5,7,3949,"^CAC"
230,#1984-03-12#,5,1,563.99,-15.32001,10,14,3959,"^CAC"
231,#1984-05-02#,5,2,640.82,76.83002,35,51,3994,"^CAC"
232,#1984-06-18#,5,1,581.73,-59.09003,30,47,4024,"^CAC"
233,#1984-07-05#,5,2,608.5,26.77002,13,17,4037,"^CAC"
234,#1984-07-20#,5,1,560.11,-48.39001,11,15,4048,"^CAC"
235,#1984-08-10#,5,2,574.79,14.67999,15,21,4063,"^CAC"
236,#1984-08-17#,5,1,572.01,-2.779968,5,7,4068,"^CAC"
237,#1984-10-26#,5,2,645.92,73.90997,50,70,4118,"^CAC"
