"idx","dateOf","timeCriterium","highOrLow","swingPrice","swingRange","swingTB","swingCD","keyToMarketData","ticker"
689,#1941-06-23#,5,2,125.1,9.799995,22,27,10948,"^DJI"
690,#1941-07-01#,5,1,122.5,-2.599998,7,8,10955,"^DJI"
691,#1941-07-09#,5,2,128.8,6.300003,6,8,10961,"^DJI"
692,#1941-08-15#,5,1,124.7,-4.100006,32,37,10993,"^DJI"
693,#1941-09-03#,5,2,128.6,3.900009,15,19,11008,"^DJI"
694,#1941-09-11#,5,1,126.3,-2.300003,7,8,11015,"^DJI"
695,#1941-09-18#,5,2,130,3.699997,6,7,11021,"^DJI"
696,#1941-10-17#,5,1,117.9,-12.1,24,29,11045,"^DJI"
697,#1941-10-24#,5,2,121.7,3.799995,6,7,11051,"^DJI"
698,#1941-11-13#,5,1,114.9,-6.799995,15,20,11066,"^DJI"
699,#1941-11-24#,5,2,118.2,3.299995,8,11,11074,"^DJI"
700,#1941-12-10#,5,1,106.9,-11.3,14,16,11088,"^DJI"
701,#1941-12-16#,5,2,112.3,5.400002,5,6,11093,"^DJI"
702,#1941-12-24#,5,1,105.5,-6.800003,7,8,11100,"^DJI"
703,#1942-01-06#,5,2,115,9.5,9,13,11109,"^DJI"
704,#1942-02-21#,5,1,104.7,-10.3,39,46,11148,"^DJI"
705,#1942-03-03#,5,2,107.2,2.5,7,10,11155,"^DJI"
706,#1942-03-12#,5,1,98.3,-8.899994,8,9,11163,"^DJI"
707,#1942-03-18#,5,2,102.7,4.399994,5,6,11168,"^DJI"
708,#1942-04-29#,5,1,92.7,-10,35,42,11203,"^DJI"
709,#1942-06-18#,5,2,106.6,13.9,42,50,11245,"^DJI"
710,#1942-06-25#,5,1,101.9,-4.699997,6,7,11251,"^DJI"
711,#1942-07-15#,5,2,109.5,7.599998,16,20,11267,"^DJI"
712,#1942-08-07#,5,1,104.5,-5,20,23,11287,"^DJI"
713,#1942-08-19#,5,2,107.9,3.400002,10,12,11297,"^DJI"
714,#1942-08-26#,5,1,105.4,-2.5,6,7,11303,"^DJI"
715,#1942-10-21#,5,2,116,10.6,46,56,11349,"^DJI"
716,#1942-10-29#,5,1,112.6,-3.400002,7,8,11356,"^DJI"
717,#1942-11-09#,5,2,118.2,5.599998,8,11,11364,"^DJI"
718,#1942-11-24#,5,1,113.5,-4.699997,12,15,11376,"^DJI"
719,#1943-03-12#,5,2,131.4,17.89999,88,108,11464,"^DJI"
720,#1943-03-22#,5,1,128.7,-2.699997,8,10,11472,"^DJI"
721,#1943-04-06#,5,2,137.5,8.800003,13,15,11485,"^DJI"
722,#1943-04-13#,5,1,129.8,-7.699997,6,7,11491,"^DJI"
723,#1943-06-05#,5,2,143.2,13.39999,44,53,11535,"^DJI"
724,#1943-06-22#,5,1,138.1,-5.099991,14,17,11549,"^DJI"
725,#1943-07-15#,5,2,146.4,8.299988,19,23,11568,"^DJI"
726,#1943-08-02#,5,1,133.9,-12.5,15,18,11583,"^DJI"
727,#1943-09-20#,5,2,142.5,8.600006,41,49,11624,"^DJI"
728,#1943-10-13#,5,1,135.9,-6.600006,19,23,11643,"^DJI"
729,#1943-10-28#,5,2,139.7,3.800003,13,15,11656,"^DJI"
730,#1943-11-30#,5,1,128.9,-10.8,25,33,11681,"^DJI"
731,#1944-01-11#,5,2,138.9,10,34,42,11715,"^DJI"
732,#1944-02-07#,5,1,134.1,-4.799988,23,27,11738,"^DJI"
733,#1944-03-16#,5,2,141.4,7.299988,31,38,11769,"^DJI"
734,#1944-03-29#,5,1,137,-4.399994,11,13,11780,"^DJI"
735,#1944-04-10#,5,2,139.5,2.5,9,12,11789,"^DJI"
736,#1944-04-25#,5,1,134.8,-4.699997,13,15,11802,"^DJI"
737,#1944-07-14#,5,2,150.9,16.09999,67,80,11869,"^DJI"
738,#1944-08-09#,5,1,144.5,-6.399994,22,26,11891,"^DJI"
739,#1944-08-21#,5,2,149.3,4.800003,9,12,11900,"^DJI"
740,#1944-09-07#,5,1,142.5,-6.800003,12,17,11912,"^DJI"
741,#1944-10-19#,5,2,149.2,6.699997,35,42,11947,"^DJI"
742,#1944-10-27#,5,1,145.3,-3.899994,7,8,11954,"^DJI"
743,#1944-12-16#,5,2,153,7.699997,40,50,11994,"^DJI"
744,#1944-12-27#,5,1,147.9,-5.100006,8,11,12002,"^DJI"
745,#1945-01-11#,5,2,156.7,8.800003,12,15,12014,"^DJI"
746,#1945-01-24#,5,1,150.5,-6.199997,11,13,12025,"^DJI"
747,#1945-03-07#,5,2,162.2,11.7,34,42,12059,"^DJI"
748,#1945-03-26#,5,1,151.7,-10.5,16,19,12075,"^DJI"
749,#1945-05-29#,5,2,169.5,17.8,53,64,12128,"^DJI"
750,#1945-06-12#,5,1,165.9,-3.600006,11,14,12139,"^DJI"
751,#1945-06-26#,5,2,169.6,3.700012,12,14,12151,"^DJI"
752,#1945-07-27#,5,1,160,-9.600006,23,31,12174,"^DJI"
753,#1945-08-10#,5,2,166.5,6.5,10,14,12184,"^DJI"
754,#1945-08-21#,5,1,162.3,-4.199997,5,11,12189,"^DJI"
755,#1945-09-21#,5,2,180.8,18.5,24,31,12213,"^DJI"
756,#1945-09-27#,5,1,177.8,-3,5,6,12218,"^DJI"
757,#1945-10-18#,5,2,187.6,9.800003,16,21,12234,"^DJI"
758,#1945-10-30#,5,1,182.9,-4.700012,9,12,12243,"^DJI"
759,#1945-11-16#,5,2,193,10.10001,13,17,12256,"^DJI"
760,#1945-11-24#,5,1,185.8,-7.199997,6,8,12262,"^DJI"
761,#1945-12-10#,5,2,196.6,10.8,13,16,12275,"^DJI"
762,#1945-12-21#,5,1,187.5,-9.100006,10,11,12285,"^DJI"
763,#1946-02-04#,5,2,207.5,20,35,45,12320,"^DJI"
764,#1946-02-26#,5,1,184.1,-23.39999,16,22,12336,"^DJI"
765,#1946-04-17#,5,2,209.4,25.29999,43,50,12379,"^DJI"
766,#1946-05-06#,5,1,199.3,-10.09999,15,19,12394,"^DJI"
767,#1946-05-29#,5,2,213.4,14.09999,19,23,12413,"^DJI"
768,#1946-06-21#,5,1,199,-14.39999,16,23,12429,"^DJI"
769,#1946-07-01#,5,2,208.6,9.600006,6,10,12435,"^DJI"
770,#1946-07-24#,5,1,194.3,-14.3,16,23,12451,"^DJI"
771,#1946-08-14#,5,2,205,10.7,15,21,12466,"^DJI"
772,#1946-09-19#,5,1,164.1,-40.89999,25,36,12491,"^DJI"
773,#1946-09-26#,5,2,175.5,11.39999,5,7,12496,"^DJI"
774,#1946-10-30#,5,1,160.5,-15,27,34,12523,"^DJI"
775,#1946-12-20#,5,2,178.6,18.10001,41,51,12564,"^DJI"
776,#1946-12-27#,5,1,173.9,-4.700012,5,7,12569,"^DJI"
777,#1947-01-07#,5,2,179.3,5.400009,8,11,12577,"^DJI"
778,#1947-01-16#,5,1,170.1,-9.199997,8,9,12585,"^DJI"
779,#1947-02-10#,5,2,185,14.89999,21,25,12606,"^DJI"
780,#1947-02-26#,5,1,176.3,-8.699997,12,16,12618,"^DJI"
781,#1947-03-06#,5,2,182.5,6.199997,7,8,12625,"^DJI"
782,#1947-03-15#,5,1,171.9,-10.60001,8,9,12633,"^DJI"
783,#1947-03-28#,5,2,179.7,7.800003,11,13,12644,"^DJI"
784,#1947-04-15#,5,1,165.4,-14.3,14,18,12658,"^DJI"
785,#1947-04-23#,5,2,171.7,6.300003,7,8,12665,"^DJI"
786,#1947-04-29#,5,1,167.4,-4.300003,5,6,12670,"^DJI"
787,#1947-05-05#,5,2,175.1,7.700012,5,6,12675,"^DJI"
788,#1947-05-19#,5,1,161.4,-13.70001,12,14,12687,"^DJI"
789,#1947-07-25#,5,2,187.7,26.3,48,67,12735,"^DJI"
790,#1947-09-09#,5,1,174,-13.7,31,46,12766,"^DJI"
791,#1947-09-17#,5,2,179.4,5.399994,6,8,12772,"^DJI"
792,#1947-09-26#,5,1,174.4,-5,7,9,12779,"^DJI"
793,#1947-10-20#,5,2,186.2,11.8,18,24,12797,"^DJI"
794,#1947-12-08#,5,1,175.2,-11,39,49,12836,"^DJI"
795,#1947-12-22#,5,2,181.8,6.600006,12,14,12848,"^DJI"
796,#1948-01-26#,5,1,170.7,-11.10001,27,35,12875,"^DJI"
797,#1948-02-02#,5,2,176.1,5.400009,7,7,12882,"^DJI"
798,#1948-02-11#,5,1,164.1,-12,9,9,12891,"^DJI"
799,#1948-02-17#,5,2,169.2,5.099991,6,6,12897,"^DJI"
800,#1948-03-17#,5,1,165,-4.199997,25,29,12922,"^DJI"
801,#1948-04-23#,5,2,184.5,19.5,31,37,12953,"^DJI"
802,#1948-04-29#,5,1,179.3,-5.199997,5,6,12958,"^DJI"
803,#1948-05-27#,5,2,192.3,13,24,28,12982,"^DJI"
804,#1948-06-07#,5,1,188.9,-3.400009,6,11,12988,"^DJI"
805,#1948-06-14#,5,2,194.5,5.600006,5,7,12993,"^DJI"
806,#1948-06-28#,5,1,186.6,-7.899994,10,14,13003,"^DJI"
807,#1948-07-12#,5,2,192.4,5.799988,9,14,13012,"^DJI"
808,#1948-07-19#,5,1,179.6,-12.79999,5,7,13017,"^DJI"
809,#1948-07-28#,5,2,187,7.399994,7,9,13024,"^DJI"
810,#1948-08-11#,5,1,177.4,-9.600006,10,14,13034,"^DJI"
811,#1948-09-07#,5,2,185.6,8.200012,18,27,13052,"^DJI"
812,#1948-09-28#,5,1,175.8,-9.800003,15,21,13067,"^DJI"
813,#1948-10-26#,5,2,190.9,15.09999,23,28,13090,"^DJI"
814,#1948-11-10#,5,1,172.1,-18.79999,12,15,13102,"^DJI"
815,#1948-11-19#,5,2,178,5.899994,7,9,13109,"^DJI"
816,#1948-11-30#,5,1,170.4,-7.600006,8,11,13117,"^DJI"
817,#1948-12-13#,5,2,178.4,8,11,13,13128,"^DJI"
818,#1948-12-20#,5,1,175.1,-3.299988,6,7,13134,"^DJI"
819,#1949-01-07#,5,2,182.5,7.399994,14,18,13148,"^DJI"
820,#1949-01-17#,5,1,178,-4.5,8,10,13156,"^DJI"
821,#1949-01-24#,5,2,182.3,4.300003,6,7,13162,"^DJI"
822,#1949-02-11#,5,1,171,-11.3,16,18,13178,"^DJI"
823,#1949-02-18#,5,2,175.6,4.600006,5,7,13183,"^DJI"
824,#1949-02-25#,5,1,170.6,-5,5,7,13188,"^DJI"
825,#1949-03-14#,5,2,177.7,7.099991,14,17,13202,"^DJI"
826,#1949-03-23#,5,1,174.3,-3.399994,8,9,13210,"^DJI"
827,#1949-03-30#,5,2,179.2,4.899994,6,7,13216,"^DJI"
828,#1949-06-14#,5,1,160.6,-18.59999,60,76,13276,"^DJI"
829,#1949-08-08#,5,2,181.2,20.59999,38,55,13314,"^DJI"
830,#1949-08-29#,5,1,177.5,-3.699997,15,21,13329,"^DJI"
831,#1949-11-02#,5,2,193.6,16.10001,50,65,13379,"^DJI"
832,#1949-11-15#,5,1,187,-6.600006,9,13,13388,"^DJI"
833,#1950-02-06#,5,2,205.4,18.39999,67,83,13455,"^DJI"
834,#1950-02-16#,5,1,200.6,-4.799988,8,10,13463,"^DJI"
835,#1950-04-19#,5,2,216.3,15.7,51,62,13514,"^DJI"
836,#1950-04-26#,5,1,210.5,-5.800003,6,7,13520,"^DJI"
837,#1950-06-12#,5,2,229.2,18.7,37,47,13557,"^DJI"
838,#1950-07-13#,5,1,195.4,-33.8,22,31,13579,"^DJI"
839,#1950-08-24#,5,2,222.2,26.8,30,42,13609,"^DJI"
840,#1950-08-31#,5,1,216.2,-6,5,7,13614,"^DJI"
841,#1950-10-09#,5,2,232.5,16.3,29,39,13643,"^DJI"
842,#1950-10-16#,5,1,225.4,-7.100006,7,7,13650,"^DJI"
843,#1950-10-25#,5,2,232.8,7.400009,9,9,13659,"^DJI"
844,#1950-11-06#,5,1,220.6,-12.2,11,12,13670,"^DJI"
845,#1950-11-24#,5,2,236.6,16,13,18,13683,"^DJI"
846,#1950-12-04#,5,1,221.3,-15.3,8,10,13691,"^DJI"
847,#1950-12-18#,5,2,233.3,12,12,14,13703,"^DJI"
848,#1950-12-26#,5,1,228.4,-4.900009,5,8,13708,"^DJI"
849,#1951-01-18#,5,2,249.1,20.70001,19,23,13727,"^DJI"
850,#1951-01-25#,5,1,240.1,-9,6,7,13733,"^DJI"
851,#1951-02-13#,5,2,257.1,17,15,19,13748,"^DJI"
852,#1951-03-15#,5,1,242.1,-15,25,30,13773,"^DJI"
853,#1951-03-22#,5,2,251.6,9.5,6,7,13779,"^DJI"
854,#1951-04-04#,5,1,245,-6.600006,10,13,13789,"^DJI"
855,#1951-04-18#,5,2,257.3,12.29999,12,14,13801,"^DJI"
856,#1951-04-25#,5,1,252.5,-4.799988,6,7,13807,"^DJI"
857,#1951-05-04#,5,2,264.4,11.89999,8,9,13815,"^DJI"
858,#1951-05-24#,5,1,241.9,-22.5,17,20,13832,"^DJI"
859,#1951-06-18#,5,2,255.2,13.3,17,25,13849,"^DJI"
860,#1951-06-29#,5,1,240.7,-14.5,9,11,13858,"^DJI"
861,#1951-09-14#,5,2,277.5,36.8,53,77,13911,"^DJI"
862,#1951-09-24#,5,1,269.1,-8.399994,6,10,13917,"^DJI"
863,#1951-10-03#,5,2,277.3,8.199982,7,9,13924,"^DJI"
864,#1951-11-08#,5,1,254.9,-22.39999,29,36,13953,"^DJI"
865,#1951-11-15#,5,2,262.3,7.399994,5,7,13958,"^DJI"
866,#1951-11-26#,5,1,255.2,-7.099991,8,11,13966,"^DJI"
867,#1951-12-07#,5,2,269,13.8,10,11,13976,"^DJI"
868,#1951-12-26#,5,1,263.3,-5.700012,15,19,13991,"^DJI"
869,#1952-01-22#,5,2,276.3,13,22,27,14013,"^DJI"
870,#1952-02-27#,5,1,257.4,-18.89999,29,36,14042,"^DJI"
871,#1952-03-05#,5,2,266.2,8.800018,6,7,14048,"^DJI"
872,#1952-03-11#,5,1,261.3,-4.900024,5,6,14053,"^DJI"
873,#1952-03-31#,5,2,270.4,9.100006,17,20,14070,"^DJI"
874,#1952-04-07#,5,1,262.4,-8,6,7,14076,"^DJI"
875,#1952-04-14#,5,2,267.1,4.700012,5,7,14081,"^DJI"
876,#1952-05-01#,5,1,254.7,-12.40001,15,17,14096,"^DJI"
877,#1952-05-08#,5,2,263.8,9.099991,6,7,14102,"^DJI"
878,#1952-05-15#,5,1,258.7,-5.099976,6,7,14108,"^DJI"
879,#1952-07-01#,5,2,276.3,17.59998,34,47,14142,"^DJI"
880,#1952-07-10#,5,1,271.7,-4.599976,6,9,14148,"^DJI"
881,#1952-08-11#,5,2,281.5,9.799988,22,32,14170,"^DJI"
882,#1952-08-26#,5,1,272.3,-9.200012,11,15,14181,"^DJI"
883,#1952-09-03#,5,2,278.2,5.900024,5,8,14186,"^DJI"
884,#1952-09-16#,5,1,267.1,-11.10001,9,13,14195,"^DJI"
885,#1952-09-25#,5,2,273.7,6.600006,7,9,14202,"^DJI"
886,#1952-10-23#,5,1,262,-11.70001,19,28,14221,"^DJI"
887,#1953-01-05#,5,2,295.1,33.10001,47,74,14268,"^DJI"
888,#1953-01-12#,5,1,284.3,-10.80002,5,7,14273,"^DJI"
889,#1953-02-03#,5,2,290.9,6.600006,16,22,14289,"^DJI"
890,#1953-02-18#,5,1,279.7,-11.19998,10,15,14299,"^DJI"
891,#1953-03-18#,5,2,292,12.29999,19,28,14318,"^DJI"
892,#1953-04-24#,5,1,269.3,-22.70001,26,37,14344,"^DJI"
893,#1953-05-05#,5,2,280,10.70001,7,11,14351,"^DJI"
894,#1953-06-16#,5,1,260.8,-19.20001,30,42,14381,"^DJI"
895,#1953-08-13#,5,2,278.3,17.5,42,58,14423,"^DJI"
896,#1953-09-01#,5,1,260.3,-18,13,19,14436,"^DJI"
897,#1953-11-06#,5,2,280.3,20,45,66,14481,"^DJI"
898,#1953-11-17#,5,1,273,-7.299988,6,11,14487,"^DJI"
899,#1953-12-03#,5,2,285.2,12.20001,11,16,14498,"^DJI"
900,#1953-12-29#,5,1,275.9,-9.300018,17,26,14515,"^DJI"
901,#1954-01-27#,5,2,294.6,18.70001,20,29,14535,"^DJI"
902,#1954-02-17#,5,1,287.4,-7.200012,15,21,14550,"^DJI"
903,#1954-06-02#,5,2,330.5,43.10001,73,105,14623,"^DJI"
904,#1954-06-09#,5,1,315.7,-14.79999,5,7,14628,"^DJI"
905,#1954-07-12#,5,2,343.6,27.89999,22,33,14650,"^DJI"
906,#1954-07-20#,5,1,334.8,-8.800018,6,8,14656,"^DJI"
907,#1954-08-19#,5,2,352.3,17.5,22,30,14678,"^DJI"
908,#1954-08-31#,5,1,333.2,-19.09998,8,12,14686,"^DJI"
909,#1954-10-07#,5,2,366.4,33.19998,26,37,14712,"^DJI"
910,#1954-10-15#,5,1,351.5,-14.89999,6,8,14718,"^DJI"
911,#1954-10-25#,5,2,360.8,9.299988,6,10,14724,"^DJI"
912,#1954-11-01#,5,1,350.2,-10.59998,5,7,14729,"^DJI"
913,#1954-12-07#,5,2,395.7,45.5,24,36,14753,"^DJI"
914,#1954-12-15#,5,1,385,-10.70001,6,8,14759,"^DJI"
915,#1955-01-03#,5,2,412.5,27.5,12,19,14771,"^DJI"
916,#1955-01-18#,5,1,385.7,-26.79999,11,15,14782,"^DJI"
917,#1955-02-11#,5,2,416.6,30.89999,18,24,14800,"^DJI"
918,#1955-02-25#,5,1,406.4,-10.20001,9,14,14809,"^DJI"
919,#1955-03-04#,5,2,421.8,15.39999,5,7,14814,"^DJI"
920,#1955-03-14#,5,1,387.5,-34.29999,6,10,14820,"^DJI"
921,#1955-04-26#,5,2,432.8,45.29999,30,43,14850,"^DJI"
922,#1955-05-17#,5,1,412.6,-20.19998,16,21,14866,"^DJI"
923,#1955-07-06#,5,2,471.2,58.60001,34,50,14900,"^DJI"
924,#1955-07-19#,5,1,453.4,-17.80002,9,13,14909,"^DJI"
925,#1955-07-26#,5,2,471.7,18.30002,5,7,14914,"^DJI"
926,#1955-08-09#,5,1,445.7,-26,10,14,14924,"^DJI"
927,#1955-09-23#,5,2,489.9,44.19998,32,45,14956,"^DJI"
928,#1955-10-11#,5,1,433.2,-56.69998,12,18,14968,"^DJI"
929,#1956-01-03#,5,2,490.9,57.69998,56,84,15024,"^DJI"
930,#1956-01-23#,5,1,458.2,-32.69998,14,20,15038,"^DJI"
931,#1956-02-06#,5,2,481.8,23.59998,10,14,15048,"^DJI"
932,#1956-02-14#,5,1,463.9,-17.89999,6,8,15054,"^DJI"
933,#1956-04-09#,5,2,524.4,60.50003,37,55,15091,"^DJI"
934,#1956-04-25#,5,1,501,-23.40002,12,16,15103,"^DJI"
935,#1956-05-04#,5,2,519.8,18.79999,7,9,15110,"^DJI"
936,#1956-05-28#,5,1,463.9,-55.89999,16,24,15126,"^DJI"
937,#1956-08-02#,5,2,523.3,59.39999,46,66,15172,"^DJI"
938,#1956-10-01#,5,1,463.8,-59.5,41,60,15213,"^DJI"
939,#1956-10-15#,5,2,493,29.20001,10,14,15223,"^DJI"
940,#1956-11-29#,5,1,460.4,-32.60001,31,45,15254,"^DJI"
941,#1957-01-04#,5,2,502.6,42.20001,23,36,15277,"^DJI"
942,#1957-02-12#,5,1,453.1,-49.5,27,39,15304,"^DJI"
943,#1957-05-17#,5,2,508.9,55.79999,66,94,15370,"^DJI"
944,#1957-05-28#,5,1,494.4,-14.5,7,11,15377,"^DJI"
945,#1957-06-17#,5,2,516.8,22.39999,13,20,15390,"^DJI"
946,#1957-06-24#,5,1,492.9,-23.89999,5,7,15395,"^DJI"
947,#1957-07-16#,5,2,523.1,30.19998,15,22,15410,"^DJI"
948,#1957-08-26#,5,1,469,-54.09998,29,41,15439,"^DJI"
949,#1957-09-03#,5,2,487.6,18.60001,5,8,15444,"^DJI"
950,#1957-09-25#,5,1,452.2,-35.39999,16,22,15460,"^DJI"
951,#1957-10-02#,5,2,468.2,16,5,7,15465,"^DJI"
952,#1957-10-22#,5,1,416.2,-52,14,20,15479,"^DJI"
953,#1957-11-29#,5,2,452.5,36.29999,26,38,15505,"^DJI"
954,#1957-12-23#,5,1,423.9,-28.60001,16,24,15521,"^DJI"
955,#1958-02-04#,5,2,459.8,35.89999,29,43,15550,"^DJI"
956,#1958-02-12#,5,1,438.1,-21.69998,6,8,15556,"^DJI"
957,#1958-03-11#,5,2,457.3,19.19998,19,27,15575,"^DJI"
958,#1958-04-07#,5,1,437.3,-20,18,27,15593,"^DJI"
959,#1958-05-06#,5,2,465.3,28,21,29,15614,"^DJI"
960,#1958-05-15#,5,1,453.8,-11.5,7,9,15621,"^DJI"
961,#1958-06-17#,5,2,482.1,28.30002,22,33,15643,"^DJI"
962,#1958-06-24#,5,1,467.4,-14.70001,5,7,15648,"^DJI"
963,#1958-08-11#,5,2,514.4,47.00003,33,48,15681,"^DJI"
964,#1958-08-18#,5,1,499.8,-14.60004,5,7,15686,"^DJI"
965,#1958-11-17#,5,2,572.1,72.29999,63,91,15749,"^DJI"
966,#1958-11-25#,5,1,538.4,-33.69995,6,8,15755,"^DJI"
967,#1959-01-22#,5,2,601.7,63.29999,38,58,15793,"^DJI"
968,#1959-02-09#,5,1,571.7,-30,12,18,15805,"^DJI"
969,#1959-03-13#,5,2,618.8,47.09998,23,32,15828,"^DJI"
970,#1959-03-31#,5,1,599.2,-19.59998,11,18,15839,"^DJI"
971,#1959-04-27#,5,2,635.3,36.09998,19,27,15858,"^DJI"
972,#1959-05-07#,5,1,611.7,-23.59998,8,10,15866,"^DJI"
973,#1959-06-01#,5,2,648.7,37,17,25,15883,"^DJI"
974,#1959-06-09#,5,1,613.1,-35.60004,6,8,15889,"^DJI"
975,#1959-07-08#,5,2,668.3,55.20001,20,29,15909,"^DJI"
976,#1959-07-20#,5,1,651.8,-16.5,8,12,15917,"^DJI"
977,#1959-08-03#,5,2,683.9,32.10004,10,14,15927,"^DJI"
978,#1959-08-10#,5,1,647.9,-36,5,7,15932,"^DJI"
979,#1959-08-31#,5,2,667.7,19.79999,15,21,15947,"^DJI"
980,#1959-09-22#,5,1,613.3,-54.40002,15,22,15962,"^DJI"
981,#1959-11-09#,5,2,658.9,45.60004,33,48,15995,"^DJI"
982,#1959-11-17#,5,1,631,-27.90002,6,8,16001,"^DJI"
983,#1960-01-04#,5,2,688.2,57.20001,31,48,16032,"^DJI"
984,#1960-02-17#,5,1,603.3,-84.90002,32,44,16064,"^DJI"
985,#1960-02-26#,5,2,636.3,33,6,9,16070,"^DJI"
986,#1960-03-09#,5,1,596.2,-40.09998,8,12,16078,"^DJI"
987,#1960-03-24#,5,2,627.9,31.70001,11,15,16089,"^DJI"
988,#1960-04-01#,5,1,612.9,-15,6,8,16095,"^DJI"
989,#1960-04-18#,5,2,637.2,24.29999,10,17,16105,"^DJI"
990,#1960-05-02#,5,1,596.6,-40.60004,10,14,16115,"^DJI"
991,#1960-06-09#,5,2,663.6,67,27,38,16142,"^DJI"
992,#1960-06-29#,5,1,634.4,-29.19995,14,20,16156,"^DJI"
993,#1960-07-08#,5,2,650.1,15.69995,6,9,16162,"^DJI"
994,#1960-07-25#,5,1,597.3,-52.79999,11,17,16173,"^DJI"
995,#1960-08-24#,5,2,645.3,48,22,30,16195,"^DJI"
996,#1960-09-29#,5,1,565.5,-79.79999,25,36,16220,"^DJI"
997,#1960-10-17#,5,2,600,34.5,12,18,16232,"^DJI"
998,#1960-10-25#,5,1,564.2,-35.79999,6,8,16238,"^DJI"
999,#1960-11-10#,5,2,614.1,49.89996,11,16,16249,"^DJI"
1000,#1960-12-01#,5,1,589.8,-24.29999,14,21,16263,"^DJI"
1001,#1960-12-21#,5,2,621.3,31.5,14,20,16277,"^DJI"
1002,#1961-01-03#,5,1,606.1,-15.20001,7,13,16284,"^DJI"
1003,#1961-02-03#,5,2,657.2,51.10004,23,31,16307,"^DJI"
1004,#1961-02-13#,5,1,632.8,-24.40002,6,10,16313,"^DJI"
1005,#1961-03-06#,5,2,678.2,45.40002,14,21,16327,"^DJI"
1006,#1961-03-15#,5,1,656.4,-21.79999,7,9,16334,"^DJI"
1007,#1961-04-17#,5,2,700.8,44.39996,22,33,16356,"^DJI"
1008,#1961-04-24#,5,1,671.6,-29.20001,5,7,16361,"^DJI"
1009,#1961-05-22#,5,2,714.7,43.10004,20,28,16381,"^DJI"
1010,#1961-06-19#,5,1,673.5,-41.20001,18,28,16399,"^DJI"
1011,#1961-07-06#,5,2,699,25.5,12,17,16411,"^DJI"
1012,#1961-07-19#,5,1,674.8,-24.20001,9,13,16420,"^DJI"
1013,#1961-09-07#,5,2,733.5,58.70001,35,50,16455,"^DJI"
1014,#1961-09-25#,5,1,688.9,-44.59998,12,18,16467,"^DJI"
1015,#1961-10-06#,5,2,714.1,25.19995,9,11,16476,"^DJI"
1016,#1961-10-24#,5,1,693.8,-20.29999,12,18,16488,"^DJI"
1017,#1961-11-15#,5,2,741.3,47.5,15,22,16503,"^DJI"
1018,#1961-11-30#,5,1,717.9,-23.39996,10,15,16513,"^DJI"
1019,#1961-12-13#,5,2,739.9,22,9,13,16522,"^DJI"
1020,#1962-01-29#,5,1,686.9,-53,31,47,16553,"^DJI"
1021,#1962-02-16#,5,2,721.4,34.5,14,18,16567,"^DJI"
1022,#1962-02-26#,5,1,702.9,-18.5,5,10,16572,"^DJI"
1023,#1962-03-16#,5,2,727.1,24.19995,14,18,16586,"^DJI"
1024,#1962-04-13#,5,1,679.1,-48,20,28,16606,"^DJI"
1025,#1962-04-23#,5,2,700,20.90002,5,10,16611,"^DJI"
1026,#1962-06-25#,5,1,524.6,-175.4,44,63,16655,"^DJI"
1027,#1962-07-10#,5,2,599,74.40002,10,15,16665,"^DJI"
1028,#1962-07-18#,5,1,568,-31,6,8,16671,"^DJI"
1029,#1962-07-31#,5,2,601.2,33.20001,9,13,16680,"^DJI"
1030,#1962-08-08#,5,1,582.1,-19.10004,6,8,16686,"^DJI"
1031,#1962-08-23#,5,2,622,39.90002,11,15,16697,"^DJI"
1032,#1962-09-06#,5,1,594.1,-27.90002,9,14,16706,"^DJI"
1033,#1962-09-18#,5,2,612.4,18.30005,8,12,16714,"^DJI"
1034,#1962-10-01#,5,1,569.2,-43.20001,9,13,16723,"^DJI"
1035,#1962-10-16#,5,2,594.1,24.89996,11,15,16734,"^DJI"
1036,#1962-10-24#,5,1,549.7,-44.39996,6,8,16740,"^DJI"
1037,#1962-12-05#,5,2,658.8,109.1,28,42,16768,"^DJI"
1038,#1962-12-19#,5,1,636.9,-21.89996,10,14,16778,"^DJI"
1039,#1963-02-04#,5,2,687.2,50.29999,31,47,16809,"^DJI"
1040,#1963-03-01#,5,1,656.7,-30.5,18,25,16827,"^DJI"
1041,#1963-06-05#,5,2,733,76.29999,66,96,16893,"^DJI"
1042,#1963-07-22#,5,1,684.4,-48.59998,32,47,16925,"^DJI"
1043,#1963-09-11#,5,2,746.2,61.79999,36,51,16961,"^DJI"
1044,#1963-09-18#,5,1,735,-11.20001,5,7,16966,"^DJI"
1045,#1963-10-29#,5,2,767.2,32.20001,29,41,16995,"^DJI"
1046,#1963-11-22#,5,1,710.8,-56.40002,17,24,17012,"^DJI"
1047,#1964-01-28#,5,2,791.6,80.79999,43,67,17055,"^DJI"
1048,#1964-02-05#,5,1,778,-13.59998,6,8,17061,"^DJI"
1049,#1964-04-07#,5,2,829.4,51.40002,42,62,17103,"^DJI"
1050,#1964-04-30#,5,1,807.2,-22.20001,17,23,17120,"^DJI"
1051,#1964-05-07#,5,2,836.1,28.89996,5,7,17125,"^DJI"
1052,#1964-06-09#,5,1,796.9,-39.19995,22,33,17147,"^DJI"
1053,#1964-07-20#,5,2,855.2,58.29999,28,41,17175,"^DJI"
1054,#1964-08-05#,5,1,820.8,-34.40002,12,16,17187,"^DJI"
1055,#1964-08-19#,5,2,847.2,26.40002,10,14,17197,"^DJI"
